name,path,distance,time,star,central
flagstuff,"[(-37.81232397538496, 144.95402327514924),(-37.80928949471328, 144.9524783227473),(-37.80864528723848, 144.95479575135022)]",1.2,6,3,"(-37.810679607483365, 144.95438805557748)"
